,season,episode,character,line
3167,6,11,The Ghost of Human Kindness (Frederick Johnson),"Are you starting to understand, boy?"
3168,6,11,Tweek Tweak,"I think so. You mean that, even though all the news is about murderers and abductors, those kind of people... only make up a very small part of the world."
3169,6,11,The Ghost of Human Kindness (Frederick Johnson),"That's right, lad. So do you think you can learn to trust people now?"
3170,6,11,Tweek Tweak,I'll... try.
3171,6,11,The Ghost of Human Kindness (Frederick Johnson),"Good. Then why don't you get into the back of my van, and I'll drive you home. [the camera pans to a dirty dilapidated van]"
3172,6,11,Tweek Tweak,Your van? [flashlights click on and focus on the ghost and at least five squad cars pull up to the two people]
3173,6,11,Officer 1,"Alright Johnson, give it up!"
3174,6,11,The Ghost of Human Kindness (Frederick Johnson),"[strikes his scepter to the ground with each expletive] Damn! Damn! Damn! Damn! [four officers close in with guns drawn. Tweek steps aside] Oh, I was so close!"
3175,6,11,Tweek Tweak,What the hell is going on?
3176,6,11,Tweek s Mom,"Tweek, Tweek, are you okay?"
3177,6,11,Richard Tweak,"Did he hurt you, son?"
3178,6,11,Tweek Tweak,No
3179,6,11,Police Officers and Detective,Then we aren't too late. His name is Frederick Johnson. He's been abducting children by dressing up like the Ghost of Human Kindness for over a year now.
3180,6,11,The Ghost of Human Kindness (Frederick Johnson),"And I would have gotten away with it again if it weren't for you meddling policemen! [the policemen escort him away. A wide shot shows the Stotches, the Williamses and the Marshes viewing the arrest in their pajamas. Liane Cartman walks up in her gown. She's wearing a facial treatment mask]"
3181,6,11,Liane Cartman,What's going on?
3182,6,11,Sharon Marsh,A stranger was caught trying to abduct the Tweak boy.
3183,6,11,Sheila Broflovski,[the Broflovskis arrive in their pajamas] An abductor in our town?
3184,6,11,Tom Tucker,"Oh my God, what are we gonna do?"
3185,6,11,Townsfolk,Rabble rabble rabble rabble rabble rabble rabble rabble...
3186,6,11,Mayor McDaniels,"People, people, calm down."
3187,6,11,Randy Marsh,"Well what are we gonna do, Mayor?! We have to stop these abductors from being able to get into our town!"
3188,6,11,Townsfolk,Rabble rabble rabble rabble rabble rabble rabble rabble...
3189,6,11,Mayor McDaniels,"Yes, but standing out here yelling ""Rabble rabble rabble"" isn't going to help anything."
3190,6,11,Jimbo Kern,"Well we don't know what else to do, Mayor!"
3191,6,11,Townsfolk,Rabble rabble rabble rabble rabble rabble rabble rabble rabble rabble rabble rabble.
3192,6,11,Mayor McDaniels,"People, what do you think we need to do?"
3193,6,11,Gerald Broflovski,"[thinks] Uh, well, we need to find a way to close our town off from unwanted strangers!"
3194,6,11,Sheila Broflovski,"Yes, we need a barrier to protect our kids."
3195,6,11,Townsfolk,Rabble rabble rabble rabble rabble rabble...
3196,6,11,Randy Marsh,"Wait, that's it. A wall. We could build a huge city wall all around South Park so that we have complete control over who comes in."
3197,6,11,Richard Tweak,"That's... not a bad idea, a city wall."
3198,6,11,Sheila Broflovski,But who can we get to build it?
3199,6,11,Mayor McDaniels,"...And so, we want you to design and build a great wall, all around the city."
3200,6,11,City Wok Owner,I don' build wall. I just own un' operate City Wok.
3201,6,11,Gerald Broflovski,We just think that you're the best person to put up a wall. We're sure you've got it in your blood.
3202,6,11,City Wok Owner,"[thinks a moment] Oh, I get it. Just because I Chinese, you think I build wall. That i' bullshit! I'm not stereotype, okay?! Just because I'm Chinese doesn't mean I go around building wall! I'm just a normal person like all o'you! I eat ahrice and drive ahreally slow, just like the rest o'you! I'm not stereotype!"
3203,6,11,Sharon Marsh,"Please, Mr. Tuong Lu Kim."
3204,6,11,Randy Marsh,Your ancestors put up a great wall that kept Mongolians out for thousands of years. We know you can do it for us.
3205,6,11,Tuong Lu Kim,"Hey. Hey hey! [rushes over to the gap the Mongolians are creating] Hey, what the hell you doing?! [the Mongolian leader says a few words] Mongorians? What the hell Mongorians doing here? [the Mongolians keep attacking the wall] Ey, fuck you, Mongorians! Tryin' break down my wall! [starts throwing bricks at the Mongolians] Get out of here, fuckin' Mongorians! [the Mongolians turn and ride away] God-damnit, how come every time us Chinese put up a wall, stupid Mongorians have to come and knock it down?"
3206,6,11,Randy Marsh,"Stan, our abduction problems are over. We got the new Child Tracker."
3207,6,11,Stan Marsh,Child Tracker?
3208,6,11,Sharon Marsh,It's a little electrical device that can tell us where you are anywhere on Earth.
3209,6,11,Randy Marsh,"If anybody takes you, we'll be able to locate your exact location within two meters."
3210,6,11,Randy Marsh,"There, I think that's got it. [Stan is now wearing a very elaborate helmet with several antennae, a red light, and a small satellite dish sitting on top.]"
3211,6,11,Stan Marsh,"...Dude, no way! I'm not wearing Child Tracker!"
3212,6,11,Randy Marsh,You can barely even tell you have one on.
3213,6,11,Stan Marsh,I'm not going to school like this! What will all the other guys say?!
3214,6,11,Sharon Marsh,I wouldn't worry about that.
3215,6,11,Eric Cartman,"So weak. So weak, dude. Man."
3216,6,11,Kyle Broflovski,"Why did you go and have to be abducted, Tweek? Now all our parents are freaking out!"
3217,6,11,Tweek Tweak,I didn't mean to.
3218,6,11,Tuong Lu Kim,"Okay. Finary. [looks around] Oh no. [picks up a telescope, with ""Mongolian Telescope written on it and looks through it. He finds the Mongolians attacking the wall at a position far off] It's those God-damned Mongorians again! Stop! Stop right there, Mongorians! [a shot from inside a tower of Tuong running down the rampart] God-damnit, stop! [a far shot of Tuong running down the rampart] Stop breaking down my city wall you stupid Mongoriaaans! [finally arrives at the source of the noise] Ay, you sons of bitches, you- [sees a ruse. Clothes were placed on twigs and a tape player plays a recording of Mongolian noises] What the hell? [straightens up] Oh, shit! [looks off to his right to see the Mongolians attacking the part of the wall he was at before] OH, GOD-DAMNED MONGORIANS!! [runs back along the rampart to the Mongolians] I'm gonna get you, fuckin' Mongorians! Don't break down my city wall! [reaches the new gap and the Mongolians ride away] Oh, God-damnit! [the Mongolian leader says something. Tuong calls out after them] That's the last time you're gonna break down my city wall! You hear me, Mongorians?! [goes about repairing the wall] God-damned Mongorians."
3219,6,11,Richard Tweak,"Alright, Cows, We're gonna go out there and we're gonna give 'em hell! [the boys are wearing their Child Trackers. Cartman is the catcher, Stan is the pitcher]"
3220,6,11,Kyle Broflovski,"But, wait. Where's the other team? [the field is shown. The opposing bullpen is empty and there are no opposing players on the field. There's no visiting team out there.]"
3221,6,11,Randy Marsh,There is no other team.
3222,6,11,Stan Marsh,Huh?
3223,6,11,Richard Tweak,"Well, we've... put a wall around the city to keep outsiders out. You don't think we want a bunch of strangers coming in to play ball, do you?"
3224,6,11,Stan Marsh,"But if there is no other team, then it won't be any fun."
3225,6,11,Randy Marsh,"Don't worry, it'll still be fun for us. [takes a sip of his beer. Richard sips from his beer can, then other townsfolk in the bleachers sip from their beer cans. The Cows take positions on the field]"
3226,6,11,Townsfolk,Go Cows! Go Cows! Go Cows! Go Cows!
3227,6,11,Jimbo Kern,"[umpire] Play ball! [Stan looks at the people in the stands, then pitches to Cartman] Steeeeee-riiike"
3228,6,11,Townsfolk,[standing and cheering] Yeah! Woohoo! Yeah!
3229,6,11,Jimbo Kern,[raises a mug of beer] South Park Cows do it again!
3230,6,11,Sharon Marsh,"Congratulations on your victory, boys. [Cartman is already eating a slice of pizza]"
3231,6,11,Kyle Broflovski,"Dude, we weren't playing anybody."
3232,6,11,Randy Marsh,"Yeah, and you kicked ass!"
3233,6,11,Mr Donovan,Isn't it awesome havin' a great wall around our city? Nobody in town except for our good friends.
3234,6,11,Townsfolk,Yeahah! Alright! Yeah. Right on! Right on!
3235,6,11,Richard Tweak,"[calling attention to the TV] Guys! Sh, quiet everyone. [the news is on]"
3236,6,11,News Anchor,"[in gray jacket] And this newest study reveals more about child abductions than we apparently knew before, Tom. [the adults move closer to the TV]"
3237,6,11,Sharon Marsh,Turn it up.
3238,6,11,Tom Tucker,"[in brown jacket] That's right, Chris. This newest study shows that the majority of child abductions are NOT committed by strangers, but by somebody the child knows in their own town. [the adults start looking at the others around them, at each other.] The report further states that it is because the child trusts the individual that problems occur in the first place."
3239,6,11,Chris,"Well, I guess this means the enemy is in our own backyard, so to speak."
3240,6,11,Tom Tucker,"Sure does, Tom."
3241,6,11,Chris,"Alright, thanks, Chris. Is the weather going to turn su- [click. The parents go to their kids and they depart one by one]"
3242,6,11,Richard Tweak,"Well, if you'll all excuse us, I think we'll be going now. [takes Tweek, and the family leaves. Stan, Kyle, and Cartman remain, eating]"
3243,6,11,Gerald Broflovski,"[walks up] Yeah. Come along, Kyle [the Broflovskis leave. Stan and Cartman remain]"
3244,6,11,Sharon Marsh,"Stanley, time for us to get back to the house."
3245,6,11,Stan Marsh,[mouth full] I'm not done with my pizza.
3246,6,11,Sharon Marsh,"NOW, Stanley! [whisks him off. Randy follows, looking at Cartman, left all alone with his mom]"
3247,6,11,Tuong Lu Kim,"Eh. Eh, eh, there we go. [pulls out a large weapon] All finished. My Mongolian Missile Defense system. [a bazooka reading ""MONGOLIAN ERADICATOR."" He mounts it on his shoulder and takes aim. Next, he sets it down and drops a missile into it] Those Mongolians try to break down my city wall again, they gonna get a big heat-seeking missile surprise! [hoofbeats are heard and the Mongolians are once again present and ready to attack. Tuong sees them and taunts them] Oh! Hello Mongolians. Yeah. You come to break down my city wall? [the leader holds out a baseball] Oh, you gonna throw that baseball at my wall? [feigns despair] Oh no! Not a baseball! I'm pretty scared. [the leader tosses the ball in the air straight up] Well, you know what? I might have something here that's a little bigger than a baseball. [arms himself with the bazooka, setting it at hip level] Say hello to my little friend! [fires the missile and watches it go towards the Mongolians. One of the Mongolians pours gasoline on the ball. The leader reaches back to get a lighter from another Mongolian and sets the ball on fire. The missile gets close to them. The leader throws the ball at Tuong and the missile follows the ball. The ball hits the wall and drops to the snow. Tuong realizes what this means] Aw, crap. [the missile strikes the ball and blows a new gap into the great wall. After the smoke clears, Tuong is lying in the rubble, clearly hurt] Ooohhhh [the leader draws his sword and the Mongolians have a good laugh about this incident. Then they turn and ride off, laughing.] God-damned Mongolians!! You break down my city wall foda last time!!"
3248,6,11,Stan Marsh,"Dude, this is worse than Child Tracker."
3249,6,11,Richard Tweak,"'Sokay, boys. Just act as if we weren't here."
3250,6,11,Sharon Marsh,Right. Do what you normally would do.
3251,6,11,Kyle Broflovski,"[volunteers] You're such a fatass, Cartman."
3252,6,11,Eric Cartman,At least I'm not a stupid Jew.
3253,6,11,Sheila Broflovski,What what whaaat?
3254,6,11,Mr Mackey,"M'kay, kids, so, now, who can tell me what year the first moon landing took place? [a shot of the class with all parents present] Uh, how about you, Clyde?"
3255,6,11,Mr Donovan,[whispers into Clyde's ear] Nineteen six-
3256,6,11,Mr Mackey,"No helping! [Mr. Donovan looks around, embarrassed, and stands up] M'kay, I'm not really sure havin' all the parents here is a good idea, m'kay?"
3257,6,11,Richard Tweak,"Well, maybe things could be better if we could trust people like the Stotches!"
3258,6,11,Chris,Us? Your family's all be the shifty-eyed ones!
3259,6,11,Richard Tweak,Oh yeah?! [the other parents begin to bicker]
3260,6,11,Mr Mackey,"Oh, this is too much to take. [goes to his desk, where his own parents wait, and sits down.] Mom, Dad, could you please leave me alone?"
3261,6,11,Mr Mackey s Father,"We just wanna make sure nobody hurts you, Junior, m'kay?"
3262,6,11,Mr Mackey,M'kay.
3263,6,11,Tuong Lu Kim,"Hahahaha! My masterpiece! [stirs his concoction] When those Mongolians come next time, I pour this sweet and sour pork on their heads. Haha, sweet and sour pork so hot and sticky, Mongolians'll stick ahright up to the wall! And scream ""UhwOoOoOoOoo!"" Oh I can't wait. [hears something to his left. He looks and sees a wooden horse on wheels rolling up to the gate. He studies the horse and tries to think what to make of it] Oh, I get it. A Trojan Mongolian horse. Mongolians a-hiding inside thinking that I'll bring it in city wall, then Mongolians pop out and destroy wall from the inside out without gettin' any sweet and sour pork on their heads! Okay. I'll pray around. [starts to feign gratitude, moves to the rampart above the gate] Oh! Oh rook! Rook, my very own Mongorian Trojan horse! Gee, what a surprise! I guess Mongorians aren't such crappy, smelly people after all! [makes his way down the stairs near a tower and reaches the side door] Yeah. Great! Rwow! [opens the side door and walks over to the horse carrying a fireman's ax.] Yeah, what a great present! I'm just gonna push it inside the gate and soon tell all my friends. [pulls down a door handle under the horse. Two doors open above him and release some seweet and sour pork on him, forcing him to the ground. He finds it hard to move around] Oh, it's sweet and sour pork! [The Mongolians ride up again and attack the wall with their swords. Tuong speaks, but his words become less familiar, due to the stickiness of the sauce] Oh! I'm going to get you Nogodians, if it's the last thing I do!"
3264,6,11,News Anchor,"[News 4] And so all the residents of Manhattan are prepared to evacuate if Ms. Clinton's ass gets any bigger. And in other news, new findings on the increase in child abductions."
3265,6,11,Richard Tweak,"Oh Jesus, turn it up, honey!"
3266,6,11,News Anchor,"The study shows that the most likely abductors of children... are the parents themselves! [the two adults are somewhat stunned] The study reveals that nine out of every ten abduction cases are committed by the child's mother or father. The bottom line being that your children aren't safe, even from you! [Tweek's mom rises from the couch and walks away from it. Richard watches her go]"
3267,6,11,Richard Tweak,Where are you going?
3268,6,11,Mrs Tweek,Uh. I'm just going to go upstairs and see if Tweek is still in his bed.
3269,6,11,Richard Tweak,Oh? [puts the popcorn and blanket aside and rises] I think I'll go with you.
3270,6,11,Mrs Tweek,It's okay. I can do it.
3271,6,11,Richard Tweak,I just want to make sure that you-
3272,6,11,Mrs Tweek,That I don't abduct him? How do I know that you haven't done it already?
3273,6,11,Richard Tweak,Me? I would never abduct our son!
3274,6,11,Mrs Tweek,That's not what the new study says!
3275,6,11,Richard Tweak,"[wipes his forehead, then] Well what are we supposed to do, eh-? How can we protect Tweek from ourselves? [both parents look upstairs]"
3276,6,11,Randy Marsh,"[hands Stan some money] Here you go, Stanley. This should hold you over for three years."
3277,6,11,Stan Marsh,But why do I have to leave?
3278,6,11,Randy Marsh,"The news says that at your age you aren't safe with us, son. You have to get out of here before we abduct you."
3279,6,11,Sharon Marsh,"Good-bye, son. [hugs Stan and sobs softly] Remember to eat right."
3280,6,11,Gerald Broflovski,"[wistfully] Look out for your brother, Kyle. You're the man now."
3281,6,11,Sheila Broflovski,"Oh, boys! Don't ever forget that we love you! [Gerald hugs Kyle, Sheila hugs Ike. They begin to cry, and the other adults follow. They leave their kids and huddle, then turn around, crying all the while]"
3282,6,11,Linda Stotch,Be careful out there!
3283,6,11,Stan Marsh,Where are we supposed to go?
3284,6,11,Randy Marsh,We can't tell you because we can't know where you are! [turns back to cry with Sharon]
3285,6,11,Sheila Broflovski,"Oh, this is terrible! [turns and cries with Gerald]"
3286,6,11,Mr Donovan,"Go on, kids! Go! Go and don't look back! [turns and hugs his wife. The adults are bawling now. Token is the first to leave, and the other kids follow him]"
3287,6,11,Randy Marsh,"Good-bye, kids. We'll... never forget you. [the adults continue crying. Chris pulls out a ram's horn and blows into it a few times]"
3288,6,11,Stan Marsh,"Dude, sometimes I think our parents are really stupid."
3289,6,11,A woman,"[in the crowd, crying] Oh my God."
3290,6,11,Tuong Lu Kim,"Ah. Hey daw. O'er 'ere. O'er 'ere, dog. Got som'in sweet and souh foh ya. [the dog walks over and starts licking the sauce away] Good dog! That's it! Keep licking, dog!"
3291,6,11,Tuong Lu Kim,"Hahahahahaaa! I'm free, Mongolians! And now I'm gonna make you PAY!"
3292,6,11,News Anchor,"Finally, some good news tonight. It's been several days since any child abductions have taken place. The main reason: parents don't know where their children are. [Sharon, at the window, sighs. Randy turns and looks at her. Snow flakes float down outside]"
3293,6,11,Randy Marsh,What's the matter? [stands up]
3294,6,11,Sharon Marsh,"Oh, it's just... I was wondering if Stan's okay."
3295,6,11,Randy Marsh,"[walks up to her] Oh, I'm sure he's made it somewhere safe by now. [puts his hand on her back]"
3296,6,11,Sharon Marsh,"Do you really think we did the right thing, Randy? Sending all the young kids in town to live on their own?"
3297,6,11,Randy Marsh,"[faces her, makes her face him] Sweetheart, you saw the news..."
3298,6,11,Sharon Marsh,I know. [they turn back to the window]
3299,6,11,Randy Marsh,"Don't you worry. I'm sure that Stan and all the other kids are somewhere safe, off in a whole new city by now, making a new life for themselves."
3300,6,11,Leader,Tah tane da ke ab kahleh kalabush.
3301,6,11,Stan Marsh,"Bi ologad bag, big nan dastai. [the Mongolians laugh]"
3302,6,11,Mongolian,[in blue] De bandig baeakhalah?
3303,6,11,Eric Cartman,Tawya mea pleda cleah bleah.
3304,6,11,Tweek Tweak,Triben fak burushban.
3305,6,11,All,Shain balag!
3306,6,11,Tuong Lu Kim,"Awright, Mongolians! Your only way through this wall is through me. This is my rast stand! I'm gonna do my war dance now. [begins a chant and dances for a few seconds, then stops] Does my war dance ascare you, Mongolians? Yeah, you think you want a piece of this? [resumes his dance. Seeing Tuong engrossed in his dance, the children move some explosives to a spot against the wall. Token peeks to make sure everything is in place. The kids then walk back to the Mongolians, past Tuong...] This is ancient Chinese dance of a- Oh, herro kids. Uh be careful, there's a-Mongolians up there. [resumes his dance as the kids line up before the Mongolians. Stan hands the detonator to the Mongolian leader, who holds it for a while. Tuong notices the wire stretching between the Mongolians and the explosives against the wall] Oh, crap! [the explosives blow up, knocking Tuong towards the Mongolians and leaving a big gap in the wall. The kids and the Mongolians have a good laugh. The adults in town come to see the commotion]"
3307,6,11,Randy Marsh,What's going on?
3308,6,11,Liane Cartman,I heard an explosion.
3309,6,11,Tuong Lu Kim,"[battered, comes into view] God-damned Mongolians attacked city wall again! [The kids and the Mongolians have a good laugh again.]"
3310,6,11,Man in Back,Mongolians?
3311,6,11,Randy Marsh,What the hell are they doin' here?! Rabble! Rabble rabble!
3312,6,11,Adults,Rabble rabble rabble rabble!
3313,6,11,Richard Tweak,Wait a minute. Those Mongolians are... our children. [a shot of the kids and Mongolians]
3314,6,11,Sheila Broflovski,Ike? Kyle?
3315,6,11,Sharon Marsh,My son has become a Mongolian? No! Noooo!! [buries her head in Randy's chest]
3316,6,11,Richard Tweak,"Oh God. What have we done? We sent our children away, and now they don't even remember who they are."
3317,6,11,Mr Donovan,Kids? Don't you remember us?
3318,6,11,Randy Marsh,"Wait wait. I learned some Mongolian in college. [steps forth] Ah, let's see. Uh. K-kids, uh, Bi kute. Bi salnek kute. Uh-d tah tasobarro."
3319,6,11,Stan Marsh,"[""Budu e noo""] Oh my God, our parents are so stupid, dude. [squeezes his eyes shut and buries his face in his right hand]"
3320,6,11,Randy Marsh,Bi kute.
3321,6,11,Mr Donovan,"We are your parents. You used to live here, with us."
3322,6,11,Kyle Broflovski,"Yeah, it was like four days ago!"
3323,6,11,Richard Tweak,They're starting to remember.
3324,6,11,Randy Marsh,[walks quickly and kneels next to Stan] Staaan. Your name... is Staaan!
3325,6,11,Stan Marsh,"Uh huh, Stan Marsh."
3326,6,11,Randy Marsh,"[holds Stan firmly] That's it! Remember, son! Rememmmber! [the rest of the parents rush out and hug their own kids, crying in relief]"
3327,6,11,Richard Tweak,"We're sorry, Tweek!"
3328,6,11,Mr Donovan,"Are you okay, Clyde?"
3329,6,11,Chris,"[Butters' parents hug the wrong person - the Mongolian leader] Oh, son, can you ever forgive us?"
3330,6,11,Butters Stotch,"Huh, I'm over here, Dad."
3331,6,11,Chris,Oh. [he and Linda rush to hug him]
3332,6,11,Sheila Broflovski,"We're sorry, kids. We just let all those sensationalist news reports go to our heads."
3333,6,11,Richard Tweak,"Oh my God, do you see what this means? The Ghost of Human Kindness was right all along."
3334,6,11,Mr Donovan,"You mean how he said we should trust each other, or how he abducted children?"
3335,6,11,Richard Tweak,"The uh... no, the part about being more trusting. We should follow what he said, not what he did."
3336,6,11,Adults,"Wow, yeah. Oh yeah."
3337,6,11,Randy Marsh,"No, no. You know who was right all along? The Mongolians. [a shot of the Mongolians] They knew that you just can't wall yourself off from the outside world. Putting walls up never helps anything. Tearing them down brings us together."
3338,6,11,Adults,Whoa! Wow. Right!
3339,6,11,Chris,"Yeah, the Mongolians were right. Yeah."
3340,6,11,Tuong Lu Kim,"Aw, you'd better not say what I think you're gonna say."
3341,6,11,Mayor McDaniels,"Mr. Lu Kim, tear down this wall!"
3342,6,11,Tuong Lu Kim,"Oh, God! I hate this whole shitty!"
3343,6,11,Sharon Marsh,"Randy, can we just take our son home now?"
3344,6,11,Randy Marsh,"Yes, kids. [steps forward] With us, now come. Home. Hoomme. [all turn and walk towards town through the gap in the great wall]"
3345,6,11,Stan Marsh,"[to Kyle] Jesus Christ, dude, they've done some stupid crap before, but Jesus Christ. [faces forward and continues walking]"
3346,6,12,Lolly,"[notices the kids and straightens up] Oh, hello there, kids! Welcome to Lolly's Candy Shop."
3347,6,12,Stan Marsh,We're the kids whose names you called on your commercial last night. We're here to do the shopping spree!
3348,6,12,Lolly,Oh that's great!
3349,6,12,Eric Cartman,You bet your fat clown ass it is!
3350,6,12,Lolly,Okay! Well I'll just need your ticket stub.
3351,6,12,Eric Cartman,[the boys' jaws drop a bit] ...ticket stub?
3352,6,12,Lolly,You know. When you entered the contest you got the other half of this ticket. [display the store's half of the ticket]
3353,6,12,Stan Marsh,Oh shit. Who had the ticket stub?
3354,6,12,Kyle Broflovski,It was such a long time ago!
3355,6,12,Eric Cartman,"Wu-we don't really ""need"" the ticket stub, do we?"
3356,6,12,Lolly,Don't need the ticket stub?? Are you high?? How else do I know you're the winners?
3357,6,12,Stan Marsh,Because our names were called on the commercial last night!
3358,6,12,Lolly,"Sh-orry boys. No ticket stub, no candy shopping spree. If you find it, you can come back, but you only have one week to claim the prize. That's called ""The Ticking Clock."" Works great in the movies. [steps backwards into the store and closes the door. The boys look at the door for a few seconds, then Cartman turns and steps forward]"
3359,6,12,Eric Cartman,[drops the buckets] GODDAMMIT!!!
3360,6,12,Stan Marsh,We've gotta find that ticket!
3361,6,12,Kyle Broflovski,"Which one of us took it?! It was so long ago, I c- I can't remember."
3362,6,12,Eric Cartman,"You guys we've got to focus! We've got to focus, and remember. [Zoom in on Cartman, who starts remembering...]"
3363,6,12,Lolly,[hands a ticket stub to Stan] All right. There you go. Hold on to that ticket stub. You'll need it to claim your prize. [looks at the rest of the store] Sign up for the five-minute shopping spree!! [walks off]
3364,6,12,Stan Marsh,"[hands the stub to Cartman] You hold on to this, Cartman. I might lose it."
3365,6,12,Eric Cartman,"[takes it, then hands it to Kyle] Nah, I'll lose it for sure. You keep track of it, Kyle."
3366,6,12,Kyle Broflovski,"Okay. [takes it, then has second thoughts] N-no, ah I don't want that much responsibility. Here, you hold on to it, Kenny. [hands the stub to Kenny]"
3367,6,12,Kenny,(Okay.) [takes it and pockets it]
3368,6,12,Eric Cartman,[bolts away] Kenny!!!
3369,6,12,Stan Marsh,[following quickly] AAAHHH!! [the buckets stay on the ground and the boys rush to Kenny's house]
3370,6,12,Kyle Broflovski,[following quickly] AAAHHH!! [the buckets stay on the ground and the boys rush to Kenny's house]
3371,6,12,Stuart McCormick,[opens the door] Yes?
3372,6,12,Stan Marsh,Where's Kenny??
3373,6,12,Stuart McCormick,Uh... boys... Kenny died ...last December. Don't you remember?
3374,6,12,Kyle Broflovski,"We know he's dead. We mean, where is his body??"
3375,6,12,Kenny s Mom,"His body? Well, why??"
3376,6,12,Eric Cartman,Because he has the God-damned ticket for the-!
3377,6,12,Stan Marsh,"[shuts Cartman up quick and stumbles for words] Uh, look. We just really miss our friend and, ah, andand we need to see his remains for closure."
3378,6,12,Kyle Broflovski,Yeah. Closure.
3379,6,12,Eric Cartman,[muffled] What the fuck is closure?!
3380,6,12,Kenny s Mom,Oh all right boys. Come on in. [the boys follow the McCormicks in]
3381,6,12,Stuart McCormick,"We haven't seen you boys for so long, we thought you'd forgotten all about him."
3382,6,12,Kenny s Mom,"Here he is, boys. Our dear little Kenny. [an urn is shown, with pictures of Kenny on either side of it.]"
3383,6,12,Eric Cartman,You turned him into a teapot?
3384,6,12,Stuart McCormick,"No. That's an urn, boys. Kenny's inside it."
3385,6,12,Kenny s Mom,"Your friends are here to see you, Kenny. [picks up the urn and caresses it.] They miss you an awful lot, like we all do. [starts crying]"
3386,6,12,Stuart McCormick,"Thang-thanks for coming by, boys. Ih-ih, it means a lot to us. [turns to his wife and consoles her] Aw now, honey. [joins her in sobbing]"
3387,6,12,Eric Cartman,Wewewewewewe...
3388,6,12,Stan Marsh,[climbs up to the window and looks in] Did you get it? [Kyle climbs up next to him]
3389,6,12,Eric Cartman,"Hold on, I'm checking for robot guards. [resumes the detection] Wewewewewewe..."
3390,6,12,Kyle Broflovski,"There's not gonna be any robot guards, retard! Just get Kenny! [Cartman looks back at the boys angrily, gets Kenny's urn, and climbs back out the window. Seconds later, a robot guard does indeed move through the living room...]"
3391,6,12,Robot Guard,Wewewewewewe...
3392,6,12,Kyle Broflovski,"Alright, we made it!"
3393,6,12,Stan Marsh,Kenny'd better have the ticket stub with him in there!
3394,6,12,Kyle Broflovski,"Let him out, Cartman! [Cartman opens the urn and the boys duck]"
3395,6,12,Eric Cartman,...Kenny? [the boys lose their fear and rise up to look at the urn] Kenny?!
3396,6,12,Kyle Broflovski,Is he in there?
3397,6,12,Stan Marsh,I can't see. [Cartman pours out the ashes and the boys sneeze from the fine powder until it dissipates. Some ash smudges remain on their faces.]
3398,6,12,Eric Cartman,What the hell is this?! Chocolate milk mix?!
3399,6,12,Kyle Broflovski,I knew Kenny couldn't fit in that tea pot! [Cartman samples the ashes]
3400,6,12,Stan Marsh,It was a trick!
3401,6,12,Eric Cartman,God-damnit! This isn't even GOOD chocolate milk mix!
3402,6,12,Stan Marsh,Kenny's parents must be laughing pretty hard about now! We're dumb enough to believe Kenny's body could be in a teapot!
3403,6,12,Kyle Broflovski,Why would they play such a cruel joke on us?
3404,6,12,Eric Cartman,"Egh, because they're poor, Kyle! Poor people don't have anything better to do than piss other people off! Don't you watch Springer?!"
3405,6,12,Stan Marsh,We just have to face it. We're not gonna get Kenny back and we're not gonna have our shopping spree. It's over! [gets off his stool and walks away.]
3406,6,12,Kyle Broflovski,"Goddamnit! There has to be a way! [leaves his stool and follows Kyle out. Cartman looks at the ashes, then thinks of something]"
3407,6,12,Eric Cartman,"Hmmm. [leaves his stool and returns with some milk, a glass, and a spoon. He scoops up some ashes and drops them into the glass. He pours the milk onto the ashes, stirs them up, and drinks the milk ] Hmm, not bad. [scoops some more ashes into the milk]"
3408,6,12,Kenny s Mom,"Hurry up, Kenny! You're gonna be late for school! [the dream ends abruptly]"
3409,6,12,Eric Cartman,"[sits up, eyes wide open] Huh! ... I don't think that chocolate milk mix agreed with my stomach. [growls a bit, turns to sleep, and farts. The door flies open and Stan and Kyle rush in]"
3410,6,12,Stan Marsh,"Cartman, come on!"
3411,6,12,Eric Cartman,"[sits up again] What what? [sees who it is] Jesus, you buttholes! It's six in the morning!"
3412,6,12,Stan Marsh,Kyle figured out a way to get our winning ticket stub back from Kenny!
3413,6,12,Eric Cartman,How?
3414,6,12,Kyle Broflovski,"A ladder to heaven. [unfolds some blueprints] We build it, climb up, and get our winning ticket back from that asshole Kenny."
3415,6,12,Randy Marsh,"Hey, if you boys are building a clubhouse you should start with the floor."
3416,6,12,Stan Marsh,"[going for some more wood] We're not building a clubhouse, we're building a ladder to heaven."
3417,6,12,Randy Marsh,"A ladder to heaven? Why, son?"
3418,6,12,Stan Marsh,Because we wanna see Kenny again. [heaves a piece of wood back to the tower]
3419,6,12,Sharon Marsh,"[after a moment of though] Oh... oh, that's so sweet."
3420,6,12,Randy Marsh,That's the ...s-s-saddest thing I've ever heard.
3421,6,12,Jimbo Kern,"[approaching] Hey Randy, can I borrow your uh... [sees the boys' activity] What the hell are they doing?"
3422,6,12,Randy Marsh,"The boys wanna see their dead friend Kenny again, Jimbo, so they're... building a ladder to heaven."
3423,6,12,Jimbo Kern,Awwww.
3424,6,12,Sheila Broflovski,"[arriving with Gerald] Kyle, I think you've bothered the Marshes enough."
3425,6,12,Randy Marsh,"No, it's... alright, Sheila. The boys were just... building a ladder to heaven to see their old friend, Kenny."
3426,6,12,Jimbo Kern,A ladder tuh... Oh... oh God. [begins to sob]
